,contrast,energy,homogeneity,correlation,dissimilarity,ASM,Type
100,0.33743872549019605,0.35314976996054837,0.88544261822376,0.9683357594788093,0.24684436274509802,0.12471476002318821,0
1384,0.6126531862745098,0.6722873744689963,0.9232920309266546,0.9252626154373136,0.21697303921568628,0.45197031387041653,1
1588,0.3397365196078431,0.5768419441181428,0.9365641317138937,0.9669073451103382,0.15738357843137254,0.33274662849399866,1
1116,0.19479166666666667,0.6343784504918443,0.9495593862927341,0.9825785140242353,0.11571691176470589,0.4024360184484333,1
1013,0.18621323529411765,0.5503663560084359,0.9407266435986159,0.9796940742160177,0.1296875,0.30290312582600437,1
1338,0.3186887254901961,0.6414986191980655,0.929314751053289,0.961351548587236,0.16893382352941178,0.4115204784330246,1
1363,0.2099264705882353,0.6891452698326864,0.9483018963700192,0.9782135203930319,0.11976102941176471,0.47492120293276624,1
299,0.18172487745098037,0.37016187358328534,0.922752396914648,0.9803725829922211,0.15902267156862746,0.1370198126546881,0
1940,0.5250612745098039,0.5847776883925014,0.9107619040553729,0.9560311320932714,0.2294424019607843,0.34196494484167755,1
7,0.23750000000000004,0.5946169396866644,0.9368409801703486,0.9734105447258762,0.14417892156862747,0.35356930496233424,0
1104,0.27821691176470587,0.6195422560347497,0.9388009285819625,0.9731823327854285,0.14650735294117645,0.38383260701262734,1
1486,0.15989583333333335,0.6199308896297855,0.9573690758482064,0.9793287924787382,0.09702818627450982,0.38431430791717724,1
755,0.2942708333333333,0.5629068940452125,0.9345511764675907,0.9680282043315034,0.15606617647058824,0.31686417136362816,0
978,0.23612132352941176,0.5340105906722407,0.9372091678866118,0.9737792880217938,0.14335171568627453,0.2851673109501153,0
1850,0.2295802696078431,0.5987998930874948,0.9437806996384526,0.9767579312920913,0.1310202205882353,0.35856131196159524,1
409,0.3922640931372549,0.36131977044709773,0.8949976194961596,0.955485824017754,0.23806678921568628,0.13055197651594339,0
1761,0.5795955882352941,0.5543989833750556,0.9048533719039777,0.9446101735438531,0.24757965686274508,0.30735823276729507,1
400,0.19785539215686274,0.6970413471344593,0.9513808316068263,0.9731829213467322,0.11326593137254903,0.48586663961502174,0
155,0.2594209558823529,0.3469370097327991,0.8991227001264307,0.9687629088733157,0.21119791666666665,0.12036528872233636,0
998,0.1966299019607843,0.6354579395731061,0.9512247101206878,0.9764079523456264,0.11308210784313726,0.40380679296649735,0
811,0.40709252450980393,0.35827536513764613,0.8755974712443678,0.9595469042500601,0.27378982843137256,0.12836123726451365,0
376,0.19644607843137257,0.6124099106196994,0.9514972172065597,0.9768302996940949,0.11259191176470588,0.37504589862522825,0
1398,0.18239889705882353,0.7093396463282702,0.967642126476523,0.9704940870323341,0.08239889705882353,0.5031627338531154,1
1907,0.23854166666666665,0.5307384905822158,0.9390794128737467,0.9737642265406474,0.14022671568627454,0.2816833453854887,1
736,0.26225490196078427,0.5305630038929754,0.9351080962683471,0.9710648169663724,0.1505514705882353,0.2814971010999374,0
1815,0.19011948529411765,0.5800720140520895,0.9390997429797711,0.9770001620807369,0.13291973039215688,0.33648354148644755,1
246,0.3383578431372549,0.39881343706032163,0.9099091185942397,0.9597933688794696,0.2048406862745098,0.15905215757986713,0
640,0.2616421568627451,0.45796845013680365,0.928226584399811,0.9712677880922005,0.1620404411764706,0.20973510132070602,0
1985,0.17493872549019607,0.6464378905368459,0.9594706667673795,0.982522484056762,0.09580269607843137,0.41788194632172715,1
1361,0.4142156862745098,0.5963999956577478,0.9141185356403783,0.9589571985867167,0.2082107843137255,0.3556929548205617,1
911,0.27640931372549016,0.3610308618575949,0.9005350290568717,0.9736694514859968,0.211734068627451,0.13034328321363778,0
1687,0.35606617647058825,0.5684758960486153,0.9212941293369495,0.9657923278448544,0.18759191176470588,0.3231648443882761,1
1366,0.36412377450980393,0.5745599601891335,0.9287415589248417,0.9647601477115285,0.1765012254901961,0.3301191478525386,1
506,0.4489276960784314,0.38022940295995306,0.8621431522269541,0.9588996030790552,0.3039828431372549,0.14457439887528234,0
1655,0.2626072303921569,0.5934826791759603,0.9283742563805821,0.9714820497042488,0.162484681372549,0.3522216904818759,1
1483,0.30309436274509804,0.5992677676421193,0.9380492993409302,0.9704059967919285,0.1513174019607843,0.35912185733476903,1
1177,0.40765931372549014,0.5656773806093918,0.9163502680881573,0.9617664292130956,0.20202205882352942,0.3199908989331026,1
1787,0.2916360294117647,0.6496535406906015,0.9484759855926594,0.9666530426098494,0.13085171568627452,0.4220497229318351,1
1157,0.32478553921568626,0.623748181297834,0.9445068528986134,0.9660152423022115,0.14105392156862745,0.3890617936723556,1
1717,0.3265931372549019,0.545379448938427,0.9210411451177025,0.9707169665171242,0.18293504901960786,0.2974387433243824,1
1279,0.29718137254901966,0.6234217347657235,0.9483391622424927,0.9704679554151303,0.13115808823529412,0.38865465937830407,1
1091,0.2409313725490196,0.585239556125159,0.9342108184841749,0.9767525868732385,0.14932598039215686,0.34250533805357314,1
1819,0.2799785539215686,0.6613008282350219,0.945575772334585,0.9640095460878955,0.1349724264705882,0.43731878542432595,1
1396,0.26421568627450975,0.6357213851708934,0.9459073797979507,0.9687692897890221,0.13177083333333334,0.4041416795635994,1
118,0.25546875,0.41746155289486814,0.9109605611192441,0.9619831233758246,0.19060968137254905,0.1742741481453948,0
1760,0.4181985294117647,0.5780333642904215,0.919832451046335,0.9540393881552225,0.1982843137254902,0.3341225702329032,1
510,0.3211703431372549,0.39051273076662324,0.9021156292787997,0.9763121336921795,0.2152267156862745,0.1525001928908052,0
881,0.38964460784313726,0.45314685622311085,0.8985850294165605,0.9675113461803083,0.23097426470588234,0.2053420733048887,0
923,0.2832720588235294,0.46705715092538985,0.9150988919782173,0.9788405791843162,0.18740808823529412,0.2181423822305424,0
597,0.3265625,0.40240865719315605,0.9069453180639383,0.9622944918467211,0.20701593137254903,0.16193272738399897,0
1942,0.4691482843137255,0.5854077454302652,0.92130863746532,0.9448709921035016,0.2028186274509804,0.34270222840974623,1
813,0.18924632352941173,0.6008785825231309,0.9496235776550441,0.9783990615092498,0.11482843137254903,0.361055070935007,0
710,0.5142616421568628,0.3454453398591038,0.8521723490400501,0.9462904174872697,0.33049938725490197,0.11933248283037173,0
1628,0.260968137254902,0.574614045599307,0.9464286829749633,0.9696567976452024,0.1302389705882353,0.3301813014000024,1
1708,0.3152573529411765,0.5333210474026943,0.917511379658871,0.9751144948877297,0.18915441176470588,0.2844313396027069,1
1493,0.4345588235294118,0.6131593709092578,0.9256157420562698,0.9540269016592245,0.1895220588235294,0.37596441413383674,1
173,0.37460171568627454,0.4455956475564965,0.8841057394814964,0.9560902313077467,0.25425857843137256,0.19855548112129345,0
990,0.4754289215686275,0.3550380699937292,0.8651268035402984,0.9491466161887667,0.3008578431372549,0.12605203114487218,0
561,0.19736519607843137,0.6381516704201073,0.9523324958575824,0.9766314771277375,0.11115196078431372,0.4072375544599733,0
1958,0.20971200980392157,0.590337084168656,0.9343321771581935,0.9765139846591808,0.14417892156862744,0.3484978729447509,1
819,0.5013786764705882,0.30173210653145627,0.8198298592627096,0.9506604909370316,0.3833946078431373,0.09104226411191009,0
266,0.3240502450980392,0.49839763221669287,0.9247685495333636,0.9679707038108047,0.17738970588235298,0.24840019979920583,0
1484,0.414123774509804,0.6488088774235901,0.9366083386837063,0.9494191866633714,0.16908700980392158,0.4209529594236592,1
568,0.3579350490196079,0.4214216504369676,0.9142107930811434,0.96043489059314,0.1999080882352941,0.1775962074570177,0
14,0.23305759803921566,0.6329357063581132,0.9488490519648608,0.9721337552187681,0.12248774509803921,0.40060760838304377,0
1629,0.20674019607843136,0.5839107826362072,0.9470876308668265,0.9763672774975574,0.12175245098039215,0.34095180207882797,1
986,0.28553921568627455,0.3298354322820923,0.8719546568627451,0.9730031780014798,0.2609987745098039,0.10879141238871468,0
101,0.2926776960784314,0.4192138925296141,0.8923368739464113,0.9659414669444462,0.2279718137254902,0.17574028768983083,0
1313,0.464031862745098,0.6506716115970899,0.9273177561045208,0.956264154959199,0.18988970588235293,0.42337354613835415,1
1353,0.2801470588235294,0.6064780895277354,0.9283738418016101,0.9724466680404081,0.1650735294117647,0.36781567307721186,1
699,0.22273284313725492,0.6788000670759187,0.9553703432271772,0.9705083000319805,0.10916053921568625,0.4607695310622717,0
1606,0.24214154411764707,0.6534466213292427,0.9498401109595423,0.9678527436770871,0.1229013480392157,0.42699248692660274,1
1538,0.3446078431372549,0.6036950044124572,0.9406319458931914,0.9622434238830747,0.1506127450980392,0.3644476583525567,1
826,0.33118872549019607,0.3990141450166458,0.8850457756632065,0.959278670908474,0.24669117647058825,0.15921228792336484,0
1126,0.3145833333333333,0.6770580162288348,0.9526357224772016,0.9559960712678728,0.1256127450980392,0.45840755733972505,1
505,0.26502757352941175,0.4442003199014808,0.900011000299441,0.9673311515703573,0.21061580882352937,0.1973139242005779,0
1908,0.22323835784313728,0.6850496512611526,0.9506037639274556,0.9703791684864745,0.11799938725490196,0.46929302469302675,1
1099,0.42570465686274506,0.5842592696175363,0.907904565456793,0.9598661384811777,0.22003676470588235,0.34135889413401693,1
491,0.2753523284313726,0.4448077647566044,0.9281621717913349,0.9723769185542629,0.16475183823529413,0.19785394758776673,0
1863,0.17947303921568628,0.5928778109117295,0.9439356257208764,0.9802278180786629,0.12322303921568628,0.35150409867148447,1
361,0.1810968137254902,0.6940144962683944,0.958343488176425,0.9756552121773524,0.0982843137254902,0.48165612103067323,0
1727,0.2732077205882353,0.6063612646619352,0.9366118712412508,0.9657468793334092,0.1503216911764706,0.3676739832824214,1
727,0.31930147058823527,0.40523775396751305,0.9117804355293544,0.9711489795799818,0.1986825980392157,0.16421763724063462,0
1584,0.32886029411764706,0.5645133739612351,0.9244393501499902,0.965452113112443,0.1782781862745098,0.3186753493810973,1
1825,0.29823835784313724,0.667446520019557,0.9405437813004316,0.972248971897738,0.14630821078431372,0.4454848570862168,1
1247,0.2778186274509804,0.4921019900294619,0.9137780864608287,0.971252264354825,0.18970588235294117,0.24216436859095664,1
942,0.19375,0.6325165728952675,0.9554156093310504,0.9770260032694316,0.1053002450980392,0.4000772149871743,0
416,0.43570772058823526,0.42486247617272593,0.9043753384448129,0.9608096928758426,0.22746629901960785,0.1805081236596201,0
896,0.369515931372549,0.42019987697632527,0.8931347741722957,0.9543577712500869,0.23814338235294116,0.1765679366109189,0
239,0.19846813725490198,0.5528422101973592,0.9442647336083756,0.9778741733954296,0.1255514705882353,0.30563450937590114,0
1095,0.2533700980392157,0.5369105527140948,0.9279166943926892,0.9727588617308103,0.16185661764705883,0.2882729416157548,1
19,0.24497549019607842,0.5993931857121008,0.9440332378059455,0.971459925836937,0.1323529411764706,0.3592721910781009,0
295,0.4066942401960784,0.45154767117132577,0.8974745973806852,0.9664025146859572,0.23484987745098038,0.20389529934024775,0
1913,0.42000612745098037,0.5708209143560525,0.912077377109276,0.9659382221658824,0.21393995098039215,0.3258365162662799,1
1869,0.1579656862745098,0.7260483026828171,0.9672681122864947,0.9748665163595689,0.0796875,0.5271461378285995,1
1018,0.20404411764705882,0.7492410639238505,0.9678709894683079,0.9555597592121985,0.08434436274509804,0.5613621718697435,1
1867,0.4536458333333333,0.6038350757572278,0.924262165953883,0.9578080867866918,0.19433210784313726,0.364616798714737,1
797,0.39975490196078434,0.37379741233373776,0.8845421711304065,0.9705781469113356,0.25628063725490197,0.13972450546739837,0
1575,0.5275428921568628,0.6312043718294925,0.9189318519094687,0.9519507142009427,0.21436887254901962,0.3984189590166642,1
17,0.2162530637254902,0.47340870272162516,0.9327886764151362,0.9771430097034374,0.1478094362745098,0.22411579981257207,0
1740,0.16056985294117648,0.633788635405008,0.9529512826058024,0.9852717599470303,0.10474877450980394,0.4016880343685421,1
1531,0.2700061274509804,0.5767393058058062,0.9382124475004017,0.9740119331353128,0.14592524509803922,0.3326282268613633,1
1562,0.2991727941176471,0.5621181395331369,0.9235910676197223,0.9667767224617487,0.1756433823529412,0.3159768027921952,1
1957,0.42598039215686273,0.5997788947428092,0.9248870901943999,0.9483471856155187,0.18906250000000002,0.3597347225789059,1
1973,0.22058823529411764,0.7149402836617126,0.9562028874928962,0.9749842347231998,0.10768995098039215,0.5111396092022901,1
314,0.3365655637254902,0.4128983019317948,0.9093958936186985,0.9561836996024551,0.20525428921568628,0.17048500773815958,0
578,0.3231924019607843,0.37410130663197433,0.892577159647337,0.9707325296187734,0.232015931372549,0.13995178762375046,0
860,0.30013786764705885,0.36427217191025935,0.8867803641535801,0.96823572113195,0.23843443627450978,0.13269421522821753,0
338,0.29963235294117646,0.40805554332063004,0.9078794943133177,0.9699659642327354,0.20278799019607843,0.1665093264346946,0
1764,0.3397365196078431,0.5351010016484454,0.9261191447885868,0.9730334680705816,0.17696078431372547,0.28633308196516966,1
538,0.3494178921568627,0.3361823132491561,0.8784960712226068,0.9644085921993085,0.2605698529411765,0.11301854774155373,0
681,0.21452205882352943,0.54315067581701,0.942564379824328,0.9762691579646983,0.1306985294117647,0.29501265664047477,0
90,0.265655637254902,0.44522180997110855,0.9159408851974814,0.9803540664807392,0.18345588235294116,0.1982224600739499,0
1401,0.39917279411764706,0.6189701990823469,0.9283846272993116,0.950353983629686,0.17981004901960784,0.38312410735204006,1
1560,0.3654718137254902,0.589698891914365,0.9193605671065661,0.9598666764750644,0.19276960784313726,0.3477447831250299,1
1674,0.3536458333333333,0.5874414550181557,0.9389306811219656,0.961247919893844,0.15465686274509802,0.3450874630738478,1
1853,0.3124540441176471,0.54531363777203,0.9260339758801587,0.967846735844288,0.17397365196078435,0.2973669635401648,1
753,0.3160998774509804,0.5201673789952035,0.9183400504119037,0.9686377556845642,0.18641237745098038,0.2705741021707396,0
1889,0.525796568627451,0.6148417002995775,0.9046942560074049,0.939710472733261,0.24111519607843135,0.37803031642727547,1
1576,0.321078431372549,0.5088836981386505,0.9146542250261974,0.9685484912555369,0.1951593137254902,0.2589626182312692,1
1948,0.2386795343137255,0.536130730934726,0.9318249753238401,0.9741572127629807,0.1529564950980392,0.2874361606526035,1
1694,0.23054534313725492,0.6841903811115138,0.9429200241381254,0.9728111590711196,0.13268995098039216,0.4681164776055184,1
264,0.3127144607843137,0.3793751647307546,0.8733413322908349,0.9548448961044823,0.26292892156862746,0.14392551561448721,0
436,0.3446078431372549,0.39595519310892885,0.8914059034247184,0.9683847018010422,0.23795955882352943,0.15678051494992912,0
1014,0.2732843137254902,0.5780936718680112,0.9289492715699466,0.9731707964354549,0.1619485294117647,0.33419229345383983,1
853,0.3947303921568627,0.4140792912101394,0.8983035398487388,0.9598307398185066,0.23400735294117647,0.17146165940909144,0
381,0.2039828431372549,0.5705823887862909,0.9443632996184901,0.9774292375986949,0.12610294117647058,0.32556426239306996,0
104,0.2080575980392157,0.41520698625406577,0.919349228662053,0.9798638436314168,0.16908700980392155,0.17239684143418396,0
2,0.6892156862745098,0.3796495080762159,0.8293119502754018,0.9199804386258813,0.39506740196078427,0.14413374898251272,0
879,0.3078890931372549,0.36537928733983843,0.8784048179509361,0.9634177074695828,0.2536305147058823,0.13350202361696822,0
1698,0.557046568627451,0.6410586436477306,0.9272196028374661,0.9397614951296143,0.20214460784313726,0.41095618459546807,1
1566,0.3875459558823529,0.4874868434396897,0.9135593710434216,0.9650292512966572,0.20715379901960784,0.2376434225267925,1
679,0.20056678921568627,0.4141006440623342,0.9278701354693462,0.9742242174236196,0.15344669117647058,0.17147934341284,0
582,0.2907015931372549,0.46500839343721095,0.9254555136343091,0.9675691662637271,0.17087928921568626,0.21623280596705596,0
136,0.3543811274509804,0.4912881743660748,0.9105379354184501,0.9580308715361648,0.20597426470588237,0.24136407027195073,0
999,0.232046568627451,0.6482363637795435,0.9505250214614401,0.9709782378112961,0.1190563725490196,0.4202103833261247,0
717,0.26609987745098035,0.3439391043625773,0.8931643778835063,0.9709849891307522,0.22238051470588233,0.11829410750973184,0
648,0.2645680147058823,0.41538222268455544,0.9120606326523822,0.9726164543662617,0.19051776960784317,0.17254239092236162,0
738,0.3324754901960784,0.41162049575817317,0.9009791886976144,0.9712959429792779,0.21865808823529412,0.16943143252820425,0
280,0.2566329656862745,0.3807101229928264,0.901636272014462,0.9735769778899904,0.2064797794117647,0.14494019774921302,0
666,0.17579656862745097,0.6541548213833959,0.9572579600661347,0.977859941895058,0.09954044117647058,0.4279185303391425,0
1810,0.5034007352941177,0.6294049684449932,0.9190921525314908,0.9476802036022965,0.2097732843137255,0.3961506143032428,1
146,0.41602328431372554,0.49487269699363634,0.9017760847169367,0.9629932905922765,0.22778799019607845,0.2448989862297554,0
88,0.31571691176470595,0.370909072693215,0.8806722035533671,0.960390244721565,0.2511335784313725,0.13757354020614065,0
591,0.37285539215686275,0.411670807604829,0.9089086746781383,0.9545695374867395,0.21121323529411767,0.16947285383401214,0
796,0.5026654411764706,0.5147155425717238,0.8758735439342058,0.9459663916221338,0.2879595588235294,0.26493208976490407,0
929,0.23121936274509802,0.6145854512864753,0.9462348642144274,0.9735376999670242,0.12680759803921568,0.37771527693300055,0
1893,0.3104166666666667,0.629304002015341,0.9303479188697614,0.9712555460176622,0.16479779411764708,0.3960235269525243,1
1649,0.28146446078431375,0.6131189503661295,0.9405083893698729,0.9687679621527192,0.14375,0.3759148472980644,1
996,0.34849877450980393,0.36035133976974165,0.8751929038017922,0.9604621667018955,0.26544117647058824,0.1298530880738478,0
1041,0.41694240196078436,0.5468350615496878,0.9205135954176829,0.967458627354181,0.19534313725490193,0.2990285845400508,1
1768,0.687561274509804,0.6338746157307981,0.9120649181587763,0.9314982410957583,0.24730392156862746,0.4017970284678669,1
1998,0.19362745098039216,0.5614833360934589,0.9471244232987313,0.977004565549206,0.11969975490196078,0.31526353671064017,1
1347,0.3014399509803921,0.6112850063364549,0.9423421679681412,0.9648615259324838,0.1412377450980392,0.3736693589717597,1
1623,0.31262254901960784,0.6225704427015859,0.9370538201063721,0.9782242235246351,0.15438112745098037,0.3875939561256487,1
1766,0.35309436274509803,0.5873439966606218,0.9374179674667349,0.9610261921448856,0.15716911764705882,0.3449729704132725,1
1378,0.41222426470588236,0.7232980295030613,0.9486610599403635,0.9461492242783756,0.14745710784313726,0.5231600394830114,1
480,0.3538296568627451,0.39749199211581127,0.8901554579349777,0.9675165996087325,0.24145220588235294,0.15799988379619614,0
1451,0.5486825980392156,0.6304390337976054,0.9241046190504453,0.9398319708700243,0.2068627450980392,0.39745337533565817,1
3,0.3459865196078431,0.4240940361155602,0.8995412680863589,0.9679249282104663,0.22408088235294116,0.17985575146878605,0
493,0.2036764705882353,0.5420835359586271,0.9418459708544051,0.977865357591692,0.13039215686274513,0.29385455995740817,0
1380,0.48676470588235293,0.6187284192152088,0.9268869983238495,0.9451121431741193,0.1941176470588235,0.38282485674455125,1
1357,0.35029105392156856,0.564543290095137,0.9173579925955033,0.9657037394185075,0.19382659313725492,0.31870912639144205,1
1731,0.3194546568627451,0.5221324569745147,0.9174070909227701,0.9683695085350562,0.19010416666666669,0.2726223026262435,1
1643,0.34013480392156864,0.571087651238111,0.9328052043093135,0.9673402937474923,0.16412377450980392,0.3261411053966623,1
47,0.35833333333333334,0.4854317380322938,0.9076312645823892,0.9617874112518827,0.21112132352941176,0.2356439722890535,0
412,0.1596813725490196,0.6822137098657938,0.9551163106645374,0.9791641257600538,0.10110294117647059,0.4654155459288495,0
1335,0.28627450980392155,0.6502322448157988,0.9340394926467591,0.9647580781025341,0.1560661764705882,0.42280197219819293,1
944,0.43098958333333337,0.3762055230578418,0.8781331726198183,0.9578947004734194,0.27204350490196083,0.14153059557922432,0
1618,0.14731924019607842,0.7835614109563741,0.9702151604917069,0.9833312999635717,0.07271752450980393,0.6139684847399437,1
162,0.21868872549019608,0.6358550923709889,0.9492902153217896,0.9737233477671051,0.11942401960784313,0.40431169849411885,0
1233,0.22052696078431372,0.5791640573727868,0.9380770182446222,0.9748947972200389,0.13933823529411765,0.33543100535250864,1
1101,0.2116421568627451,0.7331553798938242,0.9659506323931065,0.9565902868086612,0.08869485294117647,0.5375168110672577,1
1579,0.3919424019607843,0.5076468224653068,0.9031190440756833,0.9609912216230048,0.22380514705882354,0.2577052963591227,1
1485,0.20098039215686275,0.5428647062603099,0.9495810043474402,0.9839734460465313,0.11666666666666667,0.29470208930309255,1
715,0.34788602941176466,0.36567613360723034,0.8713040241549108,0.9548503641004511,0.27196691176470583,0.133719034689933,0
1654,0.2537683823529412,0.5472521154186538,0.9274892801455301,0.9737299746960174,0.16246936274509804,0.29948487783019156,1
1532,0.2700061274509804,0.6843995335031245,0.9574669651935006,0.9775570674414266,0.11017156862745098,0.46840272145929446,1
9,0.24574142156862744,0.3717117566763157,0.8988296152737113,0.9738004146268658,0.20949754901960782,0.13816963005139252,0
1827,0.20294117647058824,0.5798603315998279,0.9507136678200692,0.9809611517568584,0.11522671568627452,0.33623800416306227,1
1941,0.2353094362745098,0.643451728358741,0.9464179003622668,0.9718933667353802,0.12682291666666667,0.41403012672785094,1
948,0.4810661764705882,0.38728982419053126,0.8559348769683978,0.9502718071234496,0.3192708333333333,0.1499934079215326,0
106,0.26786151960784316,0.5508316347107295,0.9341702062306518,0.9711616980042038,0.15300245098039217,0.3034154897980945,0
1111,0.3712009803921569,0.5983181140815192,0.9167575810439131,0.9588826340703587,0.1988357843137255,0.3579845656380659,1
808,0.20490196078431372,0.5542281334002311,0.9441430440954662,0.9771309027222798,0.12665441176470588,0.3071688238523044,0
1323,0.17585784313725492,0.6054971629165068,0.9478001341939492,0.9789651486622818,0.11605392156862746,0.3666268142999387,1
939,0.475765931372549,0.46268933240044957,0.8706740971657712,0.9506164079035372,0.2933823529411764,0.2140814183171737,0
1087,0.31219362745098034,0.603463624335477,0.936415530798965,0.9721335412138592,0.15352328431372547,0.36416834589610964,1
864,0.2641850490196078,0.39189075072668433,0.9033072292831159,0.9766517543101405,0.20487132352941176,0.15357836050512425,0
1429,0.28821997549019607,0.537563287771445,0.9241138008225487,0.9655622631323156,0.17329963235294116,0.2889742883596454,1
991,0.29338235294117654,0.5063393693129244,0.9168521440158551,0.9775116354052746,0.18584558823529412,0.2563795569162101,0
922,0.4083792892156863,0.3542600933334773,0.8673284068312723,0.9551748564373385,0.28779105392156856,0.12550021372864403,0
1935,0.40707720588235297,0.5076536475582236,0.9020674846143055,0.9591566907821358,0.22784926470588235,0.2577122258791691,1
1491,0.17726715686274508,0.6789890391281375,0.9637368301392955,0.9783801961885764,0.08863357843137255,0.46102611525615145,1
1494,0.3130208333333333,0.5869289814045839,0.9282778313064862,0.9649705729850236,0.16939338235294119,0.3444856292126225,1
1945,0.4098805147058824,0.5003009429901217,0.9064387374423598,0.9614699176043165,0.22189031862745096,0.25030103355680505,1
1696,0.3471200980392156,0.5512259069627138,0.9213090961436551,0.9641124343030558,0.18648897058823533,0.30385000050686634,1
1638,0.4776041666666667,0.6016798260462074,0.9157735466618468,0.9527366882214852,0.21354166666666669,0.36201861307099437,1
124,0.3089154411764705,0.38489391773804466,0.8823318555363322,0.9618181533402786,0.24754901960784315,0.14814332791174067,0
1260,0.2160845588235294,0.6319211921984971,0.9544955036634319,0.972663964353202,0.11032475490196078,0.39932439314956986,1
1056,0.2806985294117647,0.7671097387771278,0.958826025203404,0.9544146949435017,0.11228553921568626,0.5884573513267133,1
917,0.3025888480392157,0.4206707851993368,0.9012525715885902,0.9721580651732923,0.21472120098039216,0.1769639095202266,0
1334,0.2628829656862745,0.5369002673605813,0.9283306924296868,0.9792331745215952,0.16254595588235293,0.2882618970918637,1
